Player,Tm,Pos,FG%,FT%,3P%,PTS
Juaquin Hawkins,HOU,SG,0.385,0.5,0.417,134
Nene Hilario,DEN,C,0.508471,0.611059,0.0666471,644
Nate Huffman,TOR,C,0.36,0.625,0,23
Ryan Humphrey,TOT,PF,0.3128,0.4348,0,58
Casey Jacobsen,PHO,SF,0.390833,0.7705,0.3455,339
Marko Jaric,LAC,SF,0.397286,0.729,0.351714,456
Chris Jefferies,TOR,SF,0.4065,0.739,0.37025,91
Jared Jeffries,WAS,SF,0.408333,0.546467,0.218933,229
Fred Jones,IND,SG,0.399444,0.807222,0.326556,402
Sean Lampley,MIA,SF,0.542,0.681,0,101
Tito Maddox,HOU,SG,0.25,0.625,0,11
Roger Mason,CHI,SF,0.354917,0.795417,0.349083,282
Yao Ming*,HOU,C,0.5185,0.8465,0.1875,1155
Ronald Murray,TOT,SG,0.402125,0.66,0.240813,427
Bostjan Nachbar,HOU,SF,0.3768,0.7233,0.3286,290
Mehmet Okur,DET,PF,0.4396,0.7694,0.3561,856
Chris Owens,MEM,SF,0.667,0,0,4
Jannero Pargo,LAL,PG,0.380471,0.788471,0.333765,211
Smush Parker,CLE,PG,0.398778,0.627889,0.273222,298
Tayshaun Prince,DET,SF,0.452579,0.733895,0.385947,660
Igor Rakocevic,MIN,PG,0.379,0.806,0.417,78
Efthimi Rentzias,PHI,C,0.339,0.889,0.5,52
Antoine Rigaudeau,DAL,SG,0.229,0,0.2,17
Guy Rucker,GSW,PF,0,0,0,0
Kareem Rush,LAL,PG,0.368,0.694667,0.328667,290
John Salmons,PHI,PG,0.417947,0.780789,0.362684,599
Jamal Sampson,MIL,PF,0.4574,0.3204,0,28
Predrag Savovic,DEN,SG,0.312,0.724,0.154,83
Paul Shirley,ATL,PF,0.296667,0.277667,0,11
Tamar Slay,NJN,SG,0.354,0.4,0.26,57
Amar'e Stoudemire,PHO,PF,0.529125,0.761,0.126125,1042
Cezary Trybanski,MEM,C,0.0625,0.35,0,4
Nikoloz Tskitishvili,DEN,SF,0.310125,0.560375,0.1875,74
Dajuan Wagner,CLE,SG,0.5155,0.68275,0.467,241
Jiri Welsch,GSW,SF,0.3555,0.749833,0.2885,330
Chris Wilcox,LAC,PF,0.549467,0.621533,0,414
Mike Wilks,TOT,PG-SG,0.416071,0.716714,0.325,61
Frank Williams,NYK,PG,0.269333,0.507,0.225,84
Jay Williams,CHI,PG,0.399,0.64,0.322,714
Qyntel Woods,POR,PF,0.449,0.407,0.26125,172
Vincent Yarbrough,DEN,SG,0.393,0.79,0.269,406
Carmelo Anthony,DEN,SF,0.451063,0.817,0.339375,1632
Marcus Banks,BOS,PG,0.398357,0.734143,0.274714,209
Leandro Barbosa,PHO,PG,0.449375,0.813375,0.374438,608
Matt Barnes,LAC,SF,0.438111,0.742833,0.297667,460
Jerome Beasley,MIA,PF,0.333,0,0,2
Troy Bell,MEM,PG,0.222,1,0,11
Steve Blake,WAS,PG,0.394263,0.754579,0.373789,376
Keith Bogans,ORL,SF,0.397,0.7356,0.3508,349
Curtis Borchardt,UTA,C,0.4115,0.755,0,129
Chris Bosh,TOR,C,0.491615,0.795462,0.299846,1322
Torraye Braggs,TOT,PF,0.4945,0.3335,0,21
Zarko Cabarkapa,PHO,PF,0.467,0.8004,0.232,175
Matt Carroll,TOT,SG,0.367357,0.767,0.260286,228
Maurice Carter,TOT,SG,0.319,0.780667,0.357333,28
Brian Cook,LAL,C,0.3704,0.772467,0.314133,180
Omar Cook,POR,PG,0.338,0.25,0,18
Marquis Daniels,DAL,SG,0.448,0.715,0.2095,431
Josh Davis,ATL,PF,0.288143,0.522571,0.0951429,23
Boris Diaw,ATL,SG,0.493833,0.700944,0.338556,587
Kaniel Dickens,POR,PF,0.539667,0.5,0.111,7
Ronald Dupree,CHI,SF,0.333625,0.49,0.118,69
Ndudi Ebi,MIN,SF,0.4765,0.403,0,20
Francisco Elson,DEN,C,0.428923,0.596692,0.0602308,149
Desmond Ferguson,POR,SF,0.417,0,0.375,13
T.J. Ford,MIL,PG,0.42875,0.80325,0.2635,599
Richie Frahm,SEA,SF,0.401833,0.6375,0.340667,101
Hiram Fuller,ATL,PF,0.375,0.333,0,8
Reece Gaines,ORL,PG,0.361,0.478,0.2672,32
Alex Garcia,SAS,SG,0.2445,0.625,0.139,23
Willie Green,PHI,SG,0.42225,0.7745,0.358333,504
Ben Handlogten,UTA,C,0.525,0.598,0,81
Travis Hansen,ATL,SF,0.354,0.815,0.3,123
Udonis Haslem,MIA,PF,0.481214,0.735429,0.0222143,462
Jarvis Hayes,WAS,SF,0.416714,0.789,0.352143,507
Kirk Hinrich,CHI,PG,0.397412,0.755,0.368235,615
Josh Howard,DAL,SF,0.4285,0.74075,0.30675,643
Brandon Hunter,BOS,PF,0.482,0.49,0,110
LeBron James,CLE,SG,0.503571,0.739071,0.342143,2056
Britton Johnsen,ORL,C,0.2805,0.219,0.0415,27
Linton Johnson,CHI,SF,0.354833,0.421833,0.258333,63
Dahntay Jones,MEM,SG,0.403067,0.678067,0.274,241
James Jones,IND,SF,0.387643,0.802071,0.392071,265
Chris Kaman,LAC,C,0.488077,0.758308,0.0192308,631
Jason Kapono,CLE,SF,0.412778,0.796333,0.388778,377
Kyle Korver,PHI,SF,0.444333,0.877333,0.427611,650
Maciej Lampe,PHO,C,0.294429,0.402571,0.166714,47
Raul Lopez,UTA,PG,0.4265,0.8405,0.369,366
Keith McLeod,MIN,PG,0.366,0.8305,0.284667,222
Darko Milicic,DET,C,0.421786,0.472214,0,235
Travis Outlaw,POR,PF,0.414538,0.738077,0.311692,429
Zaza Pachulia,ORL,C,0.464429,0.743429,0,483
Sasha Pavlovic,UTA,SF,0.389308,0.522077,0.334538,220
Desmond Penigar,ORL,PF,0.5,1,0,32
Kirk Penney,MIA,SG,0.25,0,0.1665,2
Kendrick Perkins,BOS,C,0.509529,0.573824,0,272
Mickael Pietrus,GSW,PG,0.4105,0.655333,0.351917,419
Zoran Planinic,NJN,SG,0.406667,0.675667,0.296,187
Luke Ridnour,SEA,PG,0.421071,0.814929,0.341714,574
Theron Smith,MEM,SF,0.348,0.8125,0.375,74
Darius Songaila,SAC,PF,0.49625,0.805125,0.070875,426
Mike Sweetney,NYK,PF,0.47675,0.6715,0,379
Ime Udoka,LAL,SF,0.370286,0.621,0.246143,233
Slavko Vranes,POR,C,0,0,0,0
Dwyane Wade,MIA,PG,0.484857,0.7675,0.271214,1522
Luke Walton,LAL,PF,0.403,0.50275,0.306167,225
David West,NOH,PF,0.492143,0.794643,0.261286,967
Mo Williams,UTA,SG,0.422529,0.867471,0.356706,737
Tony Allen,BOS,SG,0.478308,0.703923,0.254769,503
Rafael Araujo,TOR,C,0.405,0.646333,0.111,129
Trevor Ariza,NYK,SF,0.439,0.696294,0.264706,564
Maurice Baker,TOT,PG,0,0,0,0
Andre Barrett,TOT,PG,0.395375,0.6415,0.184375,53
Andris Biedrins,GSW,C,0.6228,0.3542,0,324
Tony Bobbitt,LAL,SG,0.4,0,0.5,5
Matt Bonner,TOR,C,0.461667,0.767583,0.41225,386
Antonio Burks,MEM,PG,0.4105,0.586,0.22,93
Jackie Butler,NYK,C,0.667,0.884333,0,114
Geno Carlisle,POR,SG,0.667,0.667,0,8
Lionel Chalmers,LAC,PG,0.336,0.625,0.245,111
Josh Childress,ATL,SG,0.429125,0.522875,0.249,443
Nick Collison,SEA,C,0.540154,0.714,0.0578462,409
Erik Daniels,SAC,SF,0.333,0,0.5,13
Carlos Delfino,DET,SG,0.397375,0.751125,0.347125,514
Luol Deng,CHI,SF,0.447733,0.770667,0.317333,947
Chris Duhon,CHI,PG,0.391333,0.724222,0.355,438
Corsley Edwards,NOH,C,0.323,0.583,0,27
John Edwards,IND,C,0.4255,0.6135,0,49
Andre Emmett,MEM,SG,0.452,0.6125,0,10
Luis Flores,TOT,PG,0.488,0.666667,0.648,23
Matt Freije,NOH,PF,0.2935,0.729,0.1975,66
Ben Gordon,CHI,SG,0.423909,0.849636,0.386273,1007
Devin Harris,DAL,PG,0.435294,0.794765,0.319412,682
David Harrison,IND,C,0.53125,0.523,0,237
Dwight Howard,ORL,PF,0.586,0.561846,0.111769,1280
Kris Humphries,UTA,PF,0.438222,0.7055,0.105611,343
Andre Iguodala,PHI,SG,0.470308,0.688231,0.338846,975
Didier Ilunga-Mbenga,DAL,C,0.447889,0.612556,0,55
Royal Ivey,ATL,PG,0.372167,0.627167,0.332917,144
Al Jefferson,BOS,PF,0.499385,0.704308,0.0744615,1083
Horace Jenkins,DET,PG,0.333,0.923,0,42
Mario Kasun,ORL,C,0.4645,0.6705,0,99
Viktor Khryapa,POR,SF,0.4175,0.636,0.17425,160
Brandin Knight,HOU,PG,0,0,0,0
Nenad Krstic,NJN,PF,0.494778,0.747667,0.05,531
Ibo Kutluay,SEA,SG,0,0,0,0
Shaun Livingston,LAC,PG,0.4695,0.777833,0.112333,295
Kevin Martin,SAC,PG,0.420125,0.8655,0.360187,866
Jameer Nelson,ORL,PG,0.419438,0.784188,0.358937,638
Andres Nocioni,CHI,SF,0.4125,0.769,0.3523,628
Emeka Okafor,CHA,PF,0.511444,0.581111,0,806
Pavel Podkolzin,DAL,C,0,0.5,0,2
Peter John,WAS,C,0.5,0.5,0,11
Justin Reed,BOS,SF,0.4114,0.745,0,159
Jared Reiner,CHI,C,0.341,0.275,0,27
Bernard Robinson,CHA,SG,0.3702,0.7998,0.094,127
Quinton Ross,LAC,SG,0.401667,0.638333,0.2,217
Ha Seung-Jin,POR,C,0.508,0.508,0,35
Donta Smith,ATL,SG,0.4725,0.594,0.3865,82
J.R. Smith,NOH,SG,0.415533,0.728133,0.370267,816
Josh Smith,ATL,SF,0.433125,0.595875,0.262312,897
Kirk Snyder,UTA,SG,0.460833,0.68,0.268833,265
Pape Sow,TOR,C,0.387,0.659667,0,73
Awvee Storey,NJN,SG,0.376,0.518,0.309667,47
Robert Swift,SEA,C,0.461,0.722,0,104
Yuta Tabuse,PHO,PG,0.167,1,1,7
Sebastian Telfair,POR,PG,0.387929,0.780071,0.2985,337
Billy Thomas,NJN,SF,0.2416,0.7556,0.239,31
James Thomas,TOT,PF,0.545833,0.301333,0,18
Beno Udrih,SAS,PG,0.453947,0.840579,0.383053,415
Anderson Varejao,CLE,PF,0.486533,0.648667,0.0133333,313
Jackson Vroman,TOT,C-PF,0.399,0.58375,0,124
Sasha Vujacic,LAL,SG,0.37575,0.753167,0.369833,312
Delonte West,BOS,SG,0.4402,0.7995,0.3613,470
Damien Wilkins,SEA,SF,0.429889,0.751667,0.306778,396
Dorell Wright,MIA,SF,0.411636,0.789909,0.293818,417
Alex Acker,DET,SG,0.35225,0.375,0.247,38
Alan Anderson,CHA,SF,0.401875,0.802,0.339875,302
Martynas Andriuskevicius,CLE,C,0,0,0,0
Earl Barron,MIA,C,0.354308,0.592923,0.0443846,58
Eddie Basden,CHI,SF,0.405,0.8,0.143,39
Brandon Bass,NOK,PF,0.48675,0.812417,0.0789167,547
Esteban Batista,ATL,PF,0.4625,0.597,0,60
Andray Blatche,WAS,PF,0.451222,0.718333,0.229444,634
Andrew Bogut,MIL,PF,0.488857,0.459857,0.157143,486
Kevin Burleson,CHA,PG,0.25,0.941,0.185,70
Andrew Bynum,LAL,C,0.5104,0.6688,0.02,504
Will Bynum,GSW,PG,0.419125,0.74175,0.22475,365
Jose Calderon,TOR,SG,0.461688,0.8865,0.380375,532
Travis Diener,ORL,PG,0.320714,0.583429,0.264286,122
Ike Diogu,GSW,PF,0.4467,0.7982,0.1,183
Monta Ellis,GSW,SG,0.446571,0.772286,0.305571,1145
Daniel Ewing,LAC,SG,0.392,0.7805,0.3,215
Noel Felix,SEA,SF,0.24,0.625,0.333,18
Raymond Felton,CHA,PG,0.414643,0.780214,0.332571,807
Gerald Fitch,MIA,PG,0.337,0.739,0.269,84
Sharrod Ford,PHO,PF,0.667,0,0,4
Channing Frye,NYK,C,0.439692,0.827077,0.357,601
Deng Gai,PHI,C,0,0,0,0
Francisco Garcia,SAC,SF,0.407167,0.757333,0.34825,387
Ryan Gomes,BOS,PF,0.425,0.68375,0.283375,615
Joey Graham,TOR,SF,0.477667,0.811167,0.322,373
Stephen Graham,TOT,SG,0.412667,0.858778,0.253778,113
Danny Granger,IND,SF,0.411333,0.835,0.351417,849
Devin Green,LAL,SG,0.214,0.619,0,25
Gerald Green,BOS,SG,0.46,0.742167,0.322917,449
Orien Greene,BOS,PG,0.38475,0.4405,0.10175,81
Anthony Grundy,ATL,SG,0.5,0.643,0.333,52
Chuck Hayes,HOU,PF,0.475462,0.652231,0,195
Luther Head,HOU,SG,0.408,0.7755,0.376125,373
Julius Hodge,DEN,SG,0.464,0.65625,0,10
Randy Holcomb,CHI,SF,1,0,0,2
Jarrett Jack,POR,SG,0.449214,0.866071,0.300143,687
Sarunas Jasikevicius,IND,PG,0.393,0.902,0.33675,329
Amir Johnson,DET,SF,0.584667,0.703917,0.234167,463
Dwayne Jones,BOS,PF,0.3006,0.4224,0,21
Linas Kleiza,DEN,PF,0.422714,0.762,0.306,508
Yaroslav Korolev,LAC,SF,0.275,0.6,0.243,19
David Lee,NYK,SF,0.543929,0.755071,0.0237857,832
Arvydas Macijauskas,NOK,SG,0.341,0.867,0.25,44
Rawle Marshall,DAL,SF,0.38,0.724,0.2775,85
Jason Maxiell,DET,PF,0.4836,0.5342,0,348
Sean May,CHA,PF,0.4415,0.7225,0.41675,205
Rashad McCants,MIN,SG,0.408333,0.742833,0.3425,505
Aaron Miles,GSW,PG,0.333,1,0,16
C.J. Miles,UTA,PG,0.41325,0.792083,0.34025,583
Sergei Monia,TOT,SF,0.224667,0.793667,0.179333,51
Boniface N'Dong,LAC,C,0.415,0.667,0,50
Fabricio Oberto,SAS,C,0.575833,0.607667,0,180
Andre Owens,UTA,PG,0.3695,0.701,0.319,96
Chris Paul,NOK,PG,0.471917,0.8665,0.367417,1300
Johan Petro,SEA,C,0.4531,0.6618,0.125,236
Josh Powell,DAL,PF,0.403667,0.649222,0.0486667,149
Ronnie Price,SAC,PG,0.35175,0.754833,0.278833,167
Shavlik Randolph,PHI,PF,0.39275,0.48775,0.0833333,31
Anthony Roberson,MEM,PG,0.383,0.7334,0.3482,76
Lawrence Roberts,MEM,C,0.4535,0.6015,0,167
Nate Robinson,NYK,PG,0.374765,0.724176,0.327118,471
Melvin Sanders,SAS,SG,0.485,0.7,0.667,41
Alex Scales,SAS,SG,0,0,0,0
Luke Schenscher,CHI,C,0.4595,0.511,0,27
Wayne Simien,MIA,PF,0.437,0.798,0,84
James Singleton,LAC,SF,0.441857,0.860714,0.258571,172
Salim Stoudamire,ATL,SG,0.397333,0.872333,0.360667,420
Chris Taft,GSW,C,0.605,0.167,0,47
Donell Taylor,WAS,SG,0.395,0.611,0.2055,133
Dijon Thompson,PHO,SG,0.42,0.9165,0.182,22
Ronny Turiaf,LAL,C,0.538083,0.4855,0,188
Charlie Villanueva,TOR,PF,0.421273,0.745091,0.329364,618
Von Wafer,LAL,SG,0.2905,0.620625,0.20375,137
Matt Walsh,MIA,SG,1,0,0,2
Hakim Warrick,MEM,PF,0.469917,0.742583,0.0824167,489
Martell Webster,POR,SF,0.3631,0.7112,0.3285,505
Robert Whaley,UTA,C,0.404,0.5,0,49
Deron Williams,UTA,PG,0.437438,0.81925,0.354875,988
Lou Williams,PHI,PG,0.420071,0.813,0.335857,817
Marvin Williams,ATL,PF,0.44175,0.801667,0.313833,760
Antoine Wright,NJN,SG,0.382,0.561,0.2675,245
Bracey Wright,MIN,SG,0.406,0.7985,0.3265,64
Derrick Zimmerman,NJN,PG,0.667,0,0,4
Hassan Adams,NJN,SG,0.432,0.5835,0,92
Maurice Ager,DAL,SG,0.356167,0.434333,0.252333,36
LaMarcus Aldridge,POR,C,0.488727,0.797636,0.197091,1376
Lou Amundson,TOT,PF,0.369105,0.340895,0,102
Hilton Armstrong,NOK,C,0.442182,0.502182,0.166636,94
James Augustine,ORL,PF,0.431,0.25,0,21
Kelenna Azubuike,GSW,SG,0.4548,0.5972,0.389,435
Renaldo Balkman,NYK,SF,0.456625,0.525625,0.222,113
J.J. Barea,DAL,PG,0.416545,0.791273,0.348818,543
Andrea Bargnani,TOR,PF,0.4363,0.8268,0.3281,787
Will Blalock,DET,PG,0.3,1,0.2,25
Josh Boone,NJN,PF,0.545,0.426,0,335
Cedric Bozeman,ATL,SG,0.282,0.333,0.154,26
Ronnie Brewer,UTA,SG,0.363929,0.445857,0.1825,331
Andre Brown,SEA,PF,0.403667,0.683,0,65
Shannon Brown,CLE,SG,0.391933,0.743267,0.2644,233
Rodney Carney,PHI,SF,0.408,0.600714,0.317714,272
Mardy Collins,NYK,SF,0.380167,0.585167,0.274167,165
Will Conroy,TOT,PG-SG,0.06,0.1,0,1
Paul Davis,LAC,C,0.425,0.6485,0,54
Yakhouba Diawara,DEN,SG,0.3255,0.474,0.2715,163
Quincy Douby,SAC,PG,0.4086,0.8468,0.3204,140
Jordan Farmar,LAL,PG,0.4122,0.7025,0.3809,388
Desmon Farmer,SEA,SG,0.3095,1,0.25,13
Randy Foye,MIN,PG,0.389385,0.843769,0.352385,631
Jorge Garbajosa,TOR,PF,0.37,0.3655,0.3585,294
Rudy Gay,MEM,SF,0.445,0.799867,0.343667,1112
Mickael Gelabale,SEA,SF,0.473,0.819333,0.324667,223
Daniel Gibson,CLE,PG,0.400571,0.757857,0.408714,445
Andreas Glyniadakis,SEA,C,0.471,0.5,0,17
Lynn Greer,MIL,SG,0.433,0.844,0.346,167
Mike Hall,WAS,SF,0.25,0,0,2
Walter Herrmann,CHA,PF,0.4178,0.8148,0.3502,194
Robert Hite,MIA,SG,0.317,0.667,0.217,51
Ryan Hollins,CHA,C,0.5815,0.56425,0,144
Mile Ilic,NJN,C,0,0,0,0
Ersan Ilyasova,MIL,PF,0.430143,0.710286,0.358714,608
Alexander Johnson,MEM,PF,0.513,0.674,0,219
Solomon Jones,ATL,PF,0.3665,0.6391,0.05,90
Tarence Kinsey,MEM,SG,0.442333,0.832333,0.367,170
James Lang,WAS,C,0.444,0.6,0,11
Kyle Lowry,MEM,PG,0.421615,0.807308,0.331615,826
Renaldo Major,GSW,PF,0.2,0.5,0,5
Damir Markota,MIL,PF,0.365,0.636,0.375,51
Chris McCray,MIL,SG,0,0,0,0
Ivan McFarlin,PHI,PF,0.385,0.714,0,15
Pops Mensah-Bonsu,DAL,PF,0.435625,0.509,0,41
Paul Millsap,UTA,PF,0.496909,0.731455,0.248909,1080
Randolph Morris,NYK,C,0.3755,0.60225,0,35
Adam Morrison,CHA,PF,0.3608,0.6672,0.299,281
David Noel,MIL,PF,0.367,0.86,0.321,184
Steve Novak,HOU,SF,0.424824,0.599765,0.431059,139
Patrick O'Bryant,GSW,C,0.4995,0.5565,0,47
Kevinn Pinkney,BOS,PF,0.444,0.667,0.5,31
Leon Powe,BOS,C,0.494143,0.621286,0,234
Roger Powell,UTA,SF,0,1,0,2
Chris Quinn,MIA,PG,0.361333,0.808833,0.2955,182
Allan Ray,BOS,SG,0.386,0.764,0.414,290
J.J. Redick,ORL,PG,0.438,0.885769,0.399,716
Jeremy Richardson,TOT,SG-SF,0.31225,0.3125,0.359,16
Sergio Rodriguez,POR,PG,0.427,0.736571,0.331571,311
Rajon Rondo,BOS,PG,0.450923,0.563077,0.281,631
Brandon Roy,POR,SG,0.4295,0.7905,0.292833,1022
Thabo Sefolosha,CHI,SG,0.441077,0.751923,0.328308,368
Mouhamed Sene,SEA,C,0.5412,0.727,0,24
Cedric Simmons,NOK,PF,0.321429,0.264571,0,28
Uros Slokar,TOR,C,0.538,0.692,0.5,38
Craig Smith,MIN,PF,0.547,0.6755,0.0333333,513
Steven Smith,PHI,PF,0.25,0.5,0,5
Vassilis Spanoulis,HOU,SG,0.319,0.81,0.172,85
Tyrus Thomas,CHI,PF,0.4927,0.7574,0.1208,360
P.J. Tucker,TOR,SF,0.435875,0.72725,0.308875,467
Marcus Vinicius,NOK,SF,0.4585,0.5845,0.423,25
James White,SAS,SG,0.49,0.459667,0.375667,60
Justin Williams,SAC,C,0.46425,0.31025,0,49
Marcus Williams,NJN,PG,0.36325,0.33,0.161375,144
Shawne Williams,IND,SG,0.379889,0.785778,0.290556,234
Shelden Williams,ATL,PF,0.462,0.732333,0.0416667,193
Arron Afflalo,DET,SG,0.444083,0.8265,0.373,754
Blake Ahearn,MIA,PG,0.294,0.656,0.338667,29
Lance Allred,CLE,C,0.25,0.5,0,3
Morris Almond,UTA,SG,0.342333,0.602667,0.292333,39
Joel Anthony,MIA,PF,0.494667,0.649333,0,91
Marco Belinelli,GSW,PG,0.4207,0.8209,0.3785,620
Corey Brewer,MIN,SF,0.42225,0.724312,0.270125,525
Aaron Brooks,HOU,PG,0.403133,0.782133,0.354467,522
Wilson Chandler,NYK,SF,0.439909,0.773364,0.330273,755
Mike Conley,MEM,PG,0.441,0.8083,0.3749,1005
Daequan Cook,MIA,SG,0.352375,0.771375,0.337875,281
Javaris Crittenton,TOT,SG,0.449667,0.615333,0.190667,198
Jermareo Davidson,CHA,SF,0.447,0.557,0,81
Glen Davis,BOS,C,0.453,0.7006,0.144,475
Guillermo Diaz,LAC,SG,0.25,0.6,0,5
Jared Dudley,CHA,PF,0.4685,0.709667,0.381,541
Kevin Durant,SEA,SG,0.4905,0.8781,0.3784,1912
Nick Fazekas,TOT,PF,0.510667,0.454667,0,71
Kyrylo Fesenko,UTA,C,0.469,0.4624,0,61
Thomas Gardner,CHI,SG,0.3205,0.25,0.212,22
Marcin Gortat,ORL,C,0.547333,0.67425,0.208333,653
Aaron Gray,CHI,C,0.508727,0.56,0,112
Jeff Green,SEA,SF,0.4366,0.787933,0.323333,842
Taurean Green,TOT,SG-PG,0.287667,0.889,0.213333,18
Mike Harris,HOU,PF,0.424167,0.711667,0,35
Spencer Hawes,SAC,C,0.460929,0.741214,0.327214,523
Al Horford,ATL,C,0.5311,0.7461,0.3369,924
Yi Jianlian,MIL,PF,0.4004,0.7518,0.3052,429
Coby Karl,LAL,SG,0.2585,0.5335,0.168,21
Carl Landry,HOU,PF,0.534231,0.777846,0.138,599
Keith Langford,SAS,SG,0.25,0,0,2
Stephane Lasme,TOT,PF-SF,0.300667,0.396,0,55
Acie Law,ATL,PG,0.413889,0.764,0.206889,117
Ian Mahinmi,SAS,C,0.544889,0.64,0,269
Dominic McGuire,WAS,SG,0.368636,0.345545,0.0606364,93
Josh McRoberts,POR,PF,0.468833,0.6365,0.286833,227
Jamario Moon,TOR,SF,0.430222,0.858667,0.322667,293
Juan Carlos,MEM,SG,0.402,0.849,0.361,896
Demetris Nichols,TOT,SF,0.283667,0.166667,0.0885,7
Joakim Noah,CHI,C,0.4852,0.6614,0,555
Oleksiy Pecherov,WAS,C,0.382667,0.793,0.292667,146
Kosta Perovic,GSW,C,0.3,0.667,0,10
Kasib Powell,MIA,SF,0.368,0.667,0.242,84
Gabe Pruitt,BOS,PG,0.333,0.655,0.271,62
Chris Richard,MIN,C,0.494,0.6145,0,67
Cheikh Samb,DET,C,0.2684,0.3058,0,7
Luis Scola,HOU,PF,0.4884,0.7334,0.1525,888
Ramon Sessions,MIL,PG,0.424812,0.783938,0.31175,571
Courtney Sims,IND,C,0.25,0,0,3
Jason Smith,PHI,PF,0.472444,0.759889,0.202556,399
D.J. Strawberry,PHO,SG,0.315,0.474,0.24,73
Rodney Stuckey,DET,PG,0.4181,0.8165,0.284,818
Al Thornton,LAC,PF,0.46575,0.75225,0.245375,606
Alando Tucker,PHO,SF,0.4214,0.629,0.1768,52
Darius Washington,SAS,SG,0.438,0.538,0.333,53
Darryl Watkins,SAC,C,0.4165,0.45,0,17
C.J. Watson,GSW,PG,0.4109,0.811,0.3616,434
Mario West,ATL,SG,0.46025,0.58025,0.3125,38
Sean Williams,NJN,C,0.517167,0.752667,0,103
Brandan Wright,GSW,PF,0.594714,0.657429,0,251
Julian Wright,NOH,SF,0.503,0.581,0.26125,226
Nick Young,WAS,SG,0.410667,0.8365,0.372,706
Thaddeus Young,PHI,PF,0.499167,0.669833,0.298083,928
Alexis Ajinca,CHA,PF,0.468667,0.672667,0.123889,188
Joe Alexander,MIL,SF,0.2915,0.683,0.174,141
Ryan Anderson,NJN,PF,0.422556,0.864778,0.380111,812
Darrell Arthur,MEM,PF,0.438875,0.75225,0.215875,403
D.J. Augustin,CHA,PG,0.3926,0.857333,0.355733,559
Nicolas Batum,POR,SF,0.443111,0.837889,0.361333,844
Jerryd Bayless,POR,PG,0.400769,0.819692,0.342077,439
Michael Beasley,MIA,PF,0.467667,0.752556,0.345889,712
Bobby Brown,TOT,SG-PG,0.381,0.860857,0.324143,173
Mario Chalmers,MIA,PG,0.4094,0.8068,0.3246,586
Joe Crawford,NYK,SF,0.3,1,0.25,9
Joey Dorsey,HOU,PF,0.487667,0.347167,0,61
Chris Douglas-Roberts,NJN,SG,0.394833,0.834333,0.227333,261
Goran Dragic,PHO,PG,0.464538,0.735538,0.364077,802
Rudy Fernandez,POR,SG,0.40325,0.81675,0.354,563
Danilo Gallinari,NYK,SG,0.4202,0.8666,0.3703,802
Marc Gasol,MEM,C,0.500444,0.775111,0.221778,1065
J.R. Giddens,BOS,SF,0.5125,0.42525,0,35
Eric Gordon,LAC,SG,0.430889,0.815,0.365889,905
Donte Greene,SAC,SF,0.39425,0.7395,0.29175,385
Hamed Haddadi,MEM,C,0.449857,0.602857,0,60
Malik Hairston,SAS,SG,0.508,0.4265,0.091,74
Roy Hibbert,IND,C,0.495727,0.695,0.104545,621
J.J. Hickson,CLE,C,0.501333,0.588417,0,478
George Hill,SAS,PG,0.450667,0.796556,0.374889,782
Steven Hill,OKC,PF,1,0,0,2
Othello Hunter,ATL,PF,0.4415,0.375,0,16
Darnell Jackson,CLE,PF,0.3474,0.5264,0.1712,66
Nathan Jawai,TOR,PF,0.3455,0.342,0,63
Dontell Jefferson,CHA,SG,0.5,0.667,0.5,29
Trey Johnson,CLE,SG,0.387,0.955,0.1332,18
DeAndre Jordan,LAC,C,0.666889,0.428889,0.0277778,683
Kosta Koufos,UTA,C,0.511818,0.600636,0,312
Rob Kurz,GSW,SF,0.389,0.8,0.395,157
Courtney Lee,ORL,SG,0.456231,0.850538,0.386462,625
Brook Lopez,NJN,C,0.510889,0.778667,0.0654444,1160
Robin Lopez,PHO,C,0.524444,0.748111,0,609
Kevin Love,MIN,C,0.435111,0.811111,0.324111,1177
Cartier Martin,CHA,SF,0.402182,0.657818,0.372455,154
O.J. Mayo,MEM,SG,0.42,0.812875,0.36875,946
Luc Mbah,MIL,PF,0.457909,0.654909,0.250818,374
JaVale McGee,WAS,C,0.541308,0.589846,0.0769231,358
Anthony Morrow,GSW,SG,0.437769,0.896,0.383615,443
DeMarcus Nelson,GSW,PG,0.444,0.357,0,53
Greg Oden,POR,C,0.573333,0.656,0,280
Anthony Randolph,GSW,PF,0.440875,0.699875,0.124375,261
Derrick Rose,CHI,PG,0.437625,0.8185,0.282875,1144
Brandon Rush,IND,SG,0.419222,0.662333,0.322667,361
Walter Sharpe,DET,PF,0.364,0,0,8
Sean Singletary,TOT,PG,0.361667,0.885667,0.4,60
Marreese Speights,PHI,C,0.460727,0.790909,0.245,531
Mike Taylor,LAC,PG,0.412,0.691,0.325,289
Jason Thompson,SAC,PF,0.4931,0.6656,0.0766,535
Anthony Tolliver,SAS,PF,0.369615,0.681385,0.319385,325
Roko Ukic,TOR,PG,0.4235,0.7755,0.2135,170
Henry Walker,BOS,SF,0.477143,0.801714,0.272571,201
Kyle Weaver,OKC,SG,0.394333,0.805,0.380333,121
Sonny Weems,DEN,SG,0.397833,0.566667,0.234333,216
Russell Westbrook,OKC,PG,0.432778,0.819778,0.301889,1684
